Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
SELENOF		1	1	0.3%	No
SNRNP40		1	1	0.3%	No
ARHGAP29		1	1	0.3%	No
FAM189A2		1	1	0.3%	No
KCNK6		1	1	0.3%	No
ECEL1		1	1	0.3%	No
MED23		1	1	0.3%	No
MED26		1	1	0.3%	No
MED7		1	1	0.3%	No
QKI		1	1	0.3%	Yes
AIM2		1	1	0.3%	No
MAP4K4		1	1	0.3%	No
EIF2AK3		1	1	0.3%	No
FHL5		1	1	0.3%	No
IL27RA		1	1	0.3%	No
ROCK2		1	1	0.3%	No
NAPSA		1	1	0.3%	No
PIGB		1	1	0.3%	No
KIF23		1	1	0.3%	No
AKAP5		1	1	0.3%	No
SLC4A8		1	1	0.3%	No
ADAMTS3		1	1	0.3%	No
ADAMTS2		1	1	0.3%	No
ADAMTS1		1	1	0.3%	No
PMPCB		1	1	0.3%	No
TECR		1	1	0.3%	No
BAG4		1	1	0.3%	No
KIF20B		1	1	0.3%	No
WTAP		1	1	0.3%	No
PITPNM1		1	1	0.3%	No
RNF14		1	1	0.3%	No
ABCG1		1	1	0.3%	No
KLK4		1	1	0.3%	No
RGS6		1	1	0.3%	No
TESMIN		1	1	0.3%	No
CLCA2		1	1	0.3%	No
ZNF592		1	1	0.3%	No
MORF4L2		1	1	0.3%	No
MTFR1		1	1	0.3%	No
MARF1		1	1	0.3%	No
SAFB2		1	1	0.3%	No
IPO13		1	1	0.3%	No
WSCD2		1	1	0.3%	No
CLINT1		1	1	0.3%	No
VGLL4		1	1	0.3%	No
BZW1		1	1	0.3%	No
RIMS2		1	1	0.3%	No
ULK2		1	1	0.3%	No
KIAA0355		1	1	0.3%	No
SEC14L5		1	1	0.3%	No
NOS1AP		1	1	0.3%	No
SEMA3E		1	1	0.3%	No
CEP104		1	1	0.3%	No
IFT140		1	1	0.3%	No
ARHGAP32		1	1	0.3%	No
ACAP1		1	1	0.3%	No
ZNF536		1	1	0.3%	No
CLSTN3		1	1	0.3%	No
SLK		1	1	0.3%	No
FRMPD4		1	1	0.3%	No
EIF4A3		1	1	0.3%	No
KIAA0232		1	1	0.3%	No
RNF144A		1	1	0.3%	No
MATR3		1	1	0.3%	No
SNX17		1	1	0.3%	No
TATDN2		1	1	0.3%	No
IST1		1	1	0.3%	No
SFI1		1	1	0.3%	No
URB2		1	1	0.3%	No
CUL7		1	1	0.3%	No
ARMCX2		1	1	0.3%	No
ZEB2		1	1	0.3%	No
TESPA1		1	1	0.3%	No
PLEKHM1		1	1	0.3%	No
GAB2		1	1	0.3%	Yes
C2CD5		1	1	0.3%	No
KIAA0753		1	1	0.3%	No
FARP2		1	1	0.3%	No
KIAA0319		1	1	0.3%	No
PPP1R26		1	1	0.3%	No
LRIG2		1	1	0.3%	No
MED24		1	1	0.3%	No
MAGI2		1	1	0.3%	No
PJA2		1	1	0.3%	No
TOMM70		1	1	0.3%	No
SEC24D		1	1	0.3%	No
TLK1		1	1	0.3%	No
ZC3H11A		1	1	0.3%	No
ZBTB39		1	1	0.3%	No
PLPPR4		1	1	0.3%	No
SNAP91		1	1	0.3%	No
SGSM2		1	1	0.3%	No
TMCC2		1	1	0.3%	No
NCAPD2		1	1	0.3%	No
SEC16A		1	1	0.3%	No
KBTBD11		1	1	0.3%	No
RNF10		1	1	0.3%	No
PUM3		1	1	0.3%	No
GFPT2		1	1	0.3%	No
GOLGA5		1	1	0.3%	Yes
HS3ST4		1	1	0.3%	No
HS3ST3A1		1	1	0.3%	No
SLC23A2		1	1	0.3%	No
SLC23A1		1	1	0.3%	No
TNFSF15		1	1	0.3%	No
REC8		1	1	0.3%	No
RCE1		1	1	0.3%	No
PTBP3		1	1	0.3%	No
DGCR2		1	1	0.3%	No
GNPDA1		1	1	0.3%	No
HDAC5		1	1	0.3%	No
SH2B3		1	1	0.3%	Yes
INSL5		1	1	0.3%	No
TOM1		1	1	0.3%	No
RANBP9		1	1	0.3%	No
AP1M2		1	1	0.3%	No
ABCC9		1	1	0.3%	No
ABCF2		1	1	0.3%	No
HUWE1		1	1	0.3%	No
PTPRU		1	1	0.3%	No
TSPAN32		1	1	0.3%	No
PDCD7		1	1	0.3%	No
SGK2		1	1	0.3%	No
RAD50		1	1	0.3%	Yes
KIF20A		1	1	0.3%	No
PREB		1	1	0.3%	No
HIPK3		1	1	0.3%	No
ZNF263		1	1	0.3%	No
PDIA6		1	1	0.3%	No
TRIM28		1	1	0.3%	No
FARP1		1	1	0.3%	No
LPCAT3		1	1	0.3%	No
PSME3		1	1	0.3%	No
MPHOSPH9		1	1	0.3%	No
DHRS2		1	1	0.3%	No
PATJ		1	1	0.3%	No
FLOT1		1	1	0.3%	No
PRG4		1	1	0.3%	No
CD96		1	1	0.3%	No
LRRC17		1	1	0.3%	No
RASGRP2		1	1	0.3%	No
KCNMB2		1	1	0.3%	No
RABEPK		1	1	0.3%	No
RIDA		1	1	0.3%	No
GLYAT		1	1	0.3%	No
SRRM1		1	1	0.3%	No
IGSF6		1	1	0.3%	No
ZMPSTE24		1	1	0.3%	No
STAG1		1	1	0.3%	Yes
UBE4B		1	1	0.3%	No
SPEG		1	1	0.3%	No
TRAIP		1	1	0.3%	No
DNAJA2		1	1	0.3%	No
BCKDK		1	1	0.3%	No
MAEA		1	1	0.3%	No
MARCH6		1	1	0.3%	No
APBB3		1	1	0.3%	No
RTN3		1	1	0.3%	No
LAMC3		1	1	0.3%	No
CRISP3		1	1	0.3%	No
KLHL41		1	1	0.3%	No
B3GNT3		1	1	0.3%	No
TRDN		1	1	0.3%	No
ABCA10		1	1	0.3%	No
ABCA8		1	1	0.3%	No
WARS2		1	1	0.3%	No
SEMA3A		1	1	0.3%	No
TUBB4A		1	1	0.3%	No
SCML2		1	1	0.3%	No
CEPT1		1	1	0.3%	No
ATP8A1		1	1	0.3%	No
PIAS3		1	1	0.3%	No
ST3GAL6		1	1	0.3%	No
TESK2		1	1	0.3%	No
EMG1	3.250e-5	1	1	0.3%	No
OLFM1		1	1	0.3%	No
LRRN2		1	1	0.3%	No
TAB1		1	1	0.3%	No
MERTK		1	1	0.3%	Yes
TIMM44		1	1	0.3%	No
ZBTB18		1	1	0.3%	No
SLC9A6		1	1	0.3%	No
SEC23B		1	1	0.3%	No
LRRC41		1	1	0.3%	No
UNC13B		1	1	0.3%	No
NCOA2		1	1	0.3%	Yes
SEMA6C		1	1	0.3%	No
SEMA6B		1	1	0.3%	No
SEMA4F		1	1	0.3%	No
SEMA4B		1	1	0.3%	No
SEMA3C		1	1	0.3%	No
MYBBP1A		1	1	0.3%	No
CIB2		1	1	0.3%	No
DDX17		1	1	0.3%	No
IPO8		1	1	0.3%	No
IPO7		1	1	0.3%	No
RNASEH2A		1	1	0.3%	No
AGPAT2		1	1	0.3%	No
RPP30		1	1	0.3%	No
CXCL13		1	1	0.3%	No
AKAP3		1	1	0.3%	No
SIVA1		1	1	0.3%	No
MAB21L2		1	1	0.3%	No
SCGN		1	1	0.3%	No
SMC2		1	1	0.3%	No
PRPF8		1	1	0.3%	No
ERN2		1	1	0.3%	No
POSTN		1	1	0.3%	No
GAS2L1		1	1	0.3%	No
RAD51AP1		1	1	0.3%	No
EXOC5		1	1	0.3%	No
IGF2BP1		1	1	0.3%	No
CELF2		1	1	0.3%	No
CTCF		1	1	0.3%	Yes
RRAGA		1	1	0.3%	No
CLDN16		1	1	0.3%	No
AP4B1		1	1	0.3%	No
POLQ		1	1	0.3%	Yes
TCFL5		1	1	0.3%	No
SIX2		1	1	0.3%	No
NES		1	1	0.3%	No
AHCYL1		1	1	0.3%	No
ZNF460		1	1	0.3%	No
OR5I1		1	1	0.3%	No
GJB6		1	1	0.3%	No
ALDH1L1		1	1	0.3%	No
FTCD		1	1	0.3%	No
PPP1R17		1	1	0.3%	No
TUBGCP2		2	1	0.3%	No
CLPX		1	1	0.3%	No
SRCAP		1	1	0.3%	No
PPP1R13L		1	1	0.3%	No
RUVBL2		1	1	0.3%	No
PGRMC1		1	1	0.3%	No
ARID5A		1	1	0.3%	Yes
WDR3		1	1	0.3%	No
GPR83		1	1	0.3%	No
PPARGC1A		1	1	0.3%	No
BRD8		1	1	0.3%	No
TXNL4A		1	1	0.3%	No
PNPLA6		1	1	0.3%	No
PAPOLA		1	1	0.3%	No
BTNL3		1	1	0.3%	No
EHMT2		1	1	0.3%	No
MSL3		1	1	0.3%	No
SF3A3		1	1	0.3%	No
HNRNPA0		1	1	0.3%	No
BTG3		1	1	0.3%	No
FERMT2		1	1	0.3%	No
MAPRE2		1	1	0.3%	No
GCN1		1	1	0.3%	No
METAP2		1	1	0.3%	No
SLC27A4		1	1	0.3%	No
LILRB4		1	1	0.3%	No
VAX1		1	1	0.3%	No
STON1		1	1	0.3%	No
MID2		1	1	0.3%	No
DDX52		1	1	0.3%	No
CNTRL		1	1	0.3%	Yes
DIDO1		1	1	0.3%	No
ADAM30		1	1	0.3%	No
PRSS23		1	1	0.3%	No
PTPN21		1	1	0.3%	No
KATNA1		1	1	0.3%	No
PRDM5		1	1	0.3%	No
EMILIN1		1	1	0.3%	No
BTN2A1		1	1	0.3%	No
KIF3A		1	1	0.3%	No
IL1RAPL1		1	1	0.3%	No
DMC1		1	1	0.3%	No
HHLA2		1	1	0.3%	No
BVES		1	1	0.3%	No
FICD		1	1	0.3%	No
WDR6		1	1	0.3%	No
PKP3		1	1	0.3%	No
WIF1		1	1	0.3%	Yes
CHEK2		1	1	0.3%	Yes
KLK8		1	1	0.3%	No
FZD10		1	1	0.3%	No
PLPBP		1	1	0.3%	No
IRAK3		1	1	0.3%	No
AKAP2		1	1	0.3%	No
GALNT6		1	1	0.3%	No
HPS5		1	1	0.3%	No
PADI2		1	1	0.3%	No
GPR45		1	1	0.3%	No
PTGDR2		1	1	0.3%	No
SLC6A14		1	1	0.3%	No
TREX1		1	1	0.3%	No
SCN11A		1	1	0.3%	No
SLCO2B1		1	1	0.3%	No
FKBP9		1	1	0.3%	No
STK38		1	1	0.3%	No
U2AF2		1	1	0.3%	Yes
SYNPO		1	1	0.3%	No
CASC3		1	1	0.3%	No
TFEC		1	1	0.3%	No
ITGA11		1	1	0.3%	No
XRN2		1	1	0.3%	No
RHOBTB3		1	1	0.3%	No
DLGAP4		1	1	0.3%	No
ADNP2		1	1	0.3%	No
ANKRD26		1	1	0.3%	No
LMTK2		1	1	0.3%	No
CHSY1		1	1	0.3%	No
FNDC3A		1	1	0.3%	No
SEC31A		1	1	0.3%	Yes
TRAPPC8		1	1	0.3%	No
ANKRD6		1	1	0.3%	No
CLSTN1		1	1	0.3%	No
BAHD1		1	1	0.3%	No
DIS3		1	1	0.3%	Yes
CEP164		1	1	0.3%	No
ARSG		1	1	0.3%	No
EPN2		1	1	0.3%	No
DHX30		1	1	0.3%	No
SACM1L		1	1	0.3%	No
FAN1		1	1	0.3%	No
MMRN1		1	1	0.3%	No
CD93		1	1	0.3%	No
KIFAP3		1	1	0.3%	No
RAB3GAP1		1	1	0.3%	No
SHANK2		1	1	0.3%	No
SLC4A1AP		1	1	0.3%	No
P2RX2		1	1	0.3%	No
TRIM32		1	1	0.3%	No
TPX2		1	1	0.3%	No
MAST1		1	1	0.3%	No
PDCD11		1	1	0.3%	Yes
ACIN1		1	1	0.3%	No
KDM2A		1	1	0.3%	No
RIMS1		1	1	0.3%	No
KLHDC10		1	1	0.3%	No
SPEN		1	1	0.3%	Yes
MYO16		1	1	0.3%	No
DOP1A		1	1	0.3%	No
SAMD4A		1	1	0.3%	No
PHLPP2		1	1	0.3%	No
MON2		1	1	0.3%	No
FNBP1		1	1	0.3%	Yes
ZNF609		1	1	0.3%	No
GGA2		1	1	0.3%	No
WAPL		1	1	0.3%	No
HECW1		1	1	0.3%	No
VWA8		1	1	0.3%	No
AVL9		1	1	0.3%	No
ERC1		1	1	0.3%	Yes
PEG10		1	1	0.3%	No
ARHGAP26		1	1	0.3%	Yes
TTLL5		1	1	0.3%	No
SIPA1L3		1	1	0.3%	No
KIF1B		1	1	0.3%	No
CDK19		1	1	0.3%	No
MRPS27		1	1	0.3%	No
DDN		1	1	0.3%	No
TNRC6B		1	1	0.3%	No
CUL9		1	1	0.3%	No
PLXND1		1	1	0.3%	No
ATG2A		1	1	0.3%	No
GPATCH8		1	1	0.3%	No
RAD54L2		1	1	0.3%	No
KDM6B		1	1	0.3%	No
FCHO1		1	1	0.3%	No
FRMD4B		1	1	0.3%	No
MAPK8IP3		1	1	0.3%	No
MPRIP		1	1	0.3%	No
SLC35D1		1	1	0.3%	No
CEP68		1	1	0.3%	No
DIP2A		1	1	0.3%	No
FBXL7		1	1	0.3%	No
MDN1		1	1	0.3%	No
FAF2		1	1	0.3%	No
JMJD6		1	1	0.3%	No
XPO6		1	1	0.3%	No
PRRC2C		1	1	0.3%	No
NUP210		1	1	0.3%	No
ARHGEF9		1	1	0.3%	No
VPS13A		1	1	0.3%	No
SEL1L3		1	1	0.3%	No
SIK2		1	1	0.3%	No
TMEM131L		1	1	0.3%	No
COBL		1	1	0.3%	No
ANKRD28		1	1	0.3%	No
MINAR1		1	1	0.3%	No
OTUD3		1	1	0.3%	No
CAMTA1		1	1	0.3%	Yes
TASOR		1	1	0.3%	No
POFUT2		1	1	0.3%	No
KLHL18		1	1	0.3%	No
NUP160		1	1	0.3%	No
WWC1		1	1	0.3%	No
BICD2		1	1	0.3%	No
ATMIN		1	1	0.3%	No
ACSL6		1	1	0.3%	Yes
RPGRIP1L		1	1	0.3%	No
MAN2B2		1	1	0.3%	No
NEDD4L		1	1	0.3%	No
CLASP1		1	1	0.3%	No
DPY19L1		1	1	0.3%	No
WDR7		1	1	0.3%	No
DNAJC16		1	1	0.3%	No
SMCHD1		1	1	0.3%	No
KHNYN		1	1	0.3%	No
HAUS5		1	1	0.3%	No
VPS8		1	1	0.3%	No
USP24		1	1	0.3%	No
ZNF629		1	1	0.3%	No
OBSL1		1	1	0.3%	No
ARHGEF12		1	1	0.3%	Yes
CRTC1		1	1	0.3%	Yes
MAU2		1	1	0.3%	No
NCSTN		1	1	0.3%	Yes
MED13L		1	1	0.3%	No
ECPAS		1	1	0.3%	No
FBXO46		1	1	0.3%	No
KCNH4		1	1	0.3%	No
SF3B3		1	1	0.3%	No
ANGPTL2		1	1	0.3%	No
ABCA6		1	1	0.3%	No
ICMT		1	1	0.3%	No
CBX5		1	1	0.3%	No
TNFRSF13B		1	1	0.3%	No
ZFYVE26		1	1	0.3%	No
TMEM131		1	1	0.3%	No
NUP188		1	1	0.3%	No
MTREX		1	1	0.3%	No
PIK3R5		1	1	0.3%	No
SEZ6L		1	1	0.3%	No
ATP6V0A2		1	1	0.3%	No
LILRA4		1	1	0.3%	No
PSD4		1	1	0.3%	No
TSPAN15		1	1	0.3%	No
SNAPIN		1	1	0.3%	No
CLDN14		1	1	0.3%	No
LPAR3		1	1	0.3%	No
CASP14		1	1	0.3%	No
SMUG1		1	1	0.3%	No
PATZ1		1	1	0.3%	Yes
AMACR		1	1	0.3%	No
CD2AP		1	1	0.3%	No
MKRN2		1	1	0.3%	No
SH3BP1		1	1	0.3%	No
RUSC1		1	1	0.3%	No
SSBP2		1	1	0.3%	No
PLA2G15		1	1	0.3%	No
TMEFF2		1	1	0.3%	No
RAB38		1	1	0.3%	No
CADM1		1	1	0.3%	No
TMEM245		1	1	0.3%	No
AIPL1		1	1	0.3%	No
PPIL2		1	1	0.3%	No
IL17RA		1	1	0.3%	No
FLRT3		1	1	0.3%	No
FLRT1		1	1	0.3%	No
BRD1		1	1	0.3%	No
KIF4A		1	1	0.3%	No
EML2		1	1	0.3%	No
FTSJ1		1	1	0.3%	No
ZNF318		1	1	0.3%	No
PRPF40B		1	1	0.3%	No
SLC24A2		1	1	0.3%	No
CBY1		1	1	0.3%	No
NGEF		1	1	0.3%	No
FBXO7		1	1	0.3%	No
QPCT		1	1	0.3%	No
SAMM50		1	1	0.3%	No
MTO1		1	1	0.3%	No
HECTD1		1	1	0.3%	No
RAB26		1	1	0.3%	No
ABTB2		1	1	0.3%	No
PARM1		1	1	0.3%	No
TECPR1		1	1	0.3%	No
SUMF2		1	1	0.3%	No
POC1A		1	1	0.3%	No
ABI3BP		1	1	0.3%	No
RNF19A		1	1	0.3%	No
CNOT10		1	1	0.3%	No
ANAPC15		1	1	0.3%	No
POT1		1	1	0.3%	Yes
NDUFAF3		1	1	0.3%	No
ZNF521		1	1	0.3%	Yes
GEMIN5		1	1	0.3%	No
PTPN23		1	1	0.3%	No
CLIC4		1	1	0.3%	No
HEATR5A		1	1	0.3%	No
NECTIN3		1	1	0.3%	No
NUDT13		1	1	0.3%	No
IBTK		1	1	0.3%	No
C2CD3		1	1	0.3%	No
ZZZ3		1	1	0.3%	No
ACOT11		1	1	0.3%	No
PLEKHG3		1	1	0.3%	No
ZNF451		1	1	0.3%	No
SIPA1L1		1	1	0.3%	No
SETBP1		1	1	0.3%	Yes
LTN1		1	1	0.3%	No
CNTNAP2		1	1	0.3%	No
SLITRK5		1	1	0.3%	No
PPP1R16B		1	1	0.3%	No
RAB11FIP5		1	1	0.3%	No
APPL1		1	1	0.3%	No
GGA1		1	1	0.3%	No
TOR1AIP1		1	1	0.3%	No
CCDC69		1	1	0.3%	No
TANC2		1	1	0.3%	No
LDLRAP1		1	1	0.3%	No
PRPF31		1	1	0.3%	No
GAPVD1		1	1	0.3%	No
TRPC4AP		1	1	0.3%	No
SERBP1		1	1	0.3%	No
IRF2BP1		1	1	0.3%	No
RIBC2		1	1	0.3%	No
ABCA12		1	1	0.3%	No
NOC2L		1	1	0.3%	No
PCDHB5		1	1	0.3%	No
SENP3		1	1	0.3%	No
OR2B6		1	1	0.3%	No
OR1J4		1	1	0.3%	No
FBXL3		1	1	0.3%	No
STAP1		1	1	0.3%	No
FAM50B		1	1	0.3%	No
OR2L2		1	1	0.3%	No
KLHL3		1	1	0.3%	No
SLC13A4		1	1	0.3%	No
TINF2		1	1	0.3%	No
PLA2G2D		1	1	0.3%	No
MYCBP		1	1	0.3%	No
GBGT1		1	1	0.3%	No
OR7A17		1	1	0.3%	No
OR5L2		1	1	0.3%	No
OR5H1		1	1	0.3%	No
GNL3		1	1	0.3%	No
PTPN18		1	1	0.3%	No
OR10A3		1	1	0.3%	No
SLC17A5		1	1	0.3%	No
CNNM1		1	1	0.3%	No
MYOF		1	1	0.3%	No
OR10G3		1	1	0.3%	No
ITGB1BP2		1	1	0.3%	No
MYEOV		1	1	0.3%	No
OR7A5		1	1	0.3%	No
OR2T1		1	1	0.3%	No
OR1L3		1	1	0.3%	No
STEAP1		1	1	0.3%	No
RANBP6		1	1	0.3%	No
HBP1		1	1	0.3%	No
NBEA		1	1	0.3%	No
PABPC1		1	1	0.3%	No
TRUB2		1	1	0.3%	No
KCNV1		1	1	0.3%	No
NPHP3		1	1	0.3%	No
ACAD8		1	1	0.3%	No
LAT		1	1	0.3%	No
UTP25		1	1	0.3%	No
SND1		1	1	0.3%	Yes
ANKRD1		1	1	0.3%	No
GHITM		1	1	0.3%	No
ZBTB11		1	1	0.3%	No
PDE7B		1	1	0.3%	No
CYTH4		1	1	0.3%	No
HSPB7		1	1	0.3%	No
KCNH5		1	1	0.3%	No
PALD1		1	1	0.3%	No
FILIP1		1	1	0.3%	No
STK36		1	1	0.3%	No
CHIA		1	1	0.3%	No
IL36B		1	1	0.3%	No
SIGLEC9		1	1	0.3%	No
IL17C		1	1	0.3%	No
GPR78		1	1	0.3%	No
TUBGCP4		1	1	0.3%	No
ARHGEF16		1	1	0.3%	No
GPKOW		1	1	0.3%	No
GPR162		1	1	0.3%	No
SIT1		1	1	0.3%	No
PDCD4		1	1	0.3%	No
PCDH17		1	1	0.3%	No
TINAG		1	1	0.3%	No
APEX2		1	1	0.3%	No
ZNF330		1	1	0.3%	No
PCDH11X		1	1	0.3%	No
ANGPTL3		1	1	0.3%	No
RPS6KA6		1	1	0.3%	No
P2RY10		1	1	0.3%	No
UTP20		1	1	0.3%	No
KCNMB4		1	1	0.3%	No
EML4		1	1	0.3%	Yes
SLCO3A1		1	1	0.3%	No
IGHV3OR16-9		1	1	0.3%	No
IGHV3-53		1	1	0.3%	No
IGHV1-58		1	1	0.3%	No
CDH19		1	1	0.3%	No
TRBV11-1		1	1	0.3%	No
TRBV6-6		1	1	0.3%	No
TRAV41		1	1	0.3%	No
TRAV8-2		1	1	0.3%	No
ACAD9		1	1	0.3%	No
TMPRSS11E		1	1	0.3%	No
MCTS1		1	1	0.3%	No
DBNL		1	1	0.3%	No
ZCCHC4		1	1	0.3%	No
ZC3H7A		1	1	0.3%	No
GTPBP8		1	1	0.3%	No
MRPL15		1	1	0.3%	No
RANGRF		1	1	0.3%	No
DROSHA		1	1	0.3%	Yes
N6AMT1		1	1	0.3%	No
FHOD1		1	1	0.3%	No
TBK1		1	1	0.3%	No
C6ORF15		1	1	0.3%	No
CTNNA3		1	1	0.3%	No
PRSS50		1	1	0.3%	No
LGALS13		1	1	0.3%	No
NCAPH2		1	1	0.3%	No
CYP2S1		1	1	0.3%	No
REPIN1		1	1	0.3%	No
TRPM5		1	1	0.3%	No
ALG5		1	1	0.3%	No
NPC1L1		1	1	0.3%	No
ANAPC2		1	1	0.3%	No
ST8SIA5		1	1	0.3%	No
ALG6		1	1	0.3%	No
DSE		1	1	0.3%	No
PKN3		1	1	0.3%	No
PURG		1	1	0.3%	No
OSGIN1		1	1	0.3%	No
PDZRN4		2	1	0.3%	No
TRHDE		1	1	0.3%	No
A1CF		1	1	0.3%	No
DONSON		1	1	0.3%	No
RHOD		1	1	0.3%	No
PACSIN1		1	1	0.3%	No
BAZ2B		1	1	0.3%	No
LMCD1		1	1	0.3%	No
TNPO2		1	1	0.3%	No
ERO1A		1	1	0.3%	No
SH3KBP1		1	1	0.3%	No
TLX3		1	1	0.3%	Yes
EHD2		1	1	0.3%	No
PIK3R4		1	1	0.3%	No
CRNN		1	1	0.3%	No
DUOX2		1	1	0.3%	No
CHST11		1	1	0.3%	No
UBQLN3		1	1	0.3%	No
NEUROG3		1	1	0.3%	No
RDH8		1	1	0.3%	No
DCAF8		1	1	0.3%	No
NSDHL		1	1	0.3%	No
TAS2R4		1	1	0.3%	No
TAS2R16		1	1	0.3%	No
TAS2R9		1	1	0.3%	No
SPOCK3		1	1	0.3%	No
STMN3		1	1	0.3%	No
HEBP1		1	1	0.3%	No
CDON		1	1	0.3%	No
SHANK1		1	1	0.3%	No
TBX22		1	1	0.3%	No
MTERF3		1	1	0.3%	No
ASCC1		1	1	0.3%	No
TXNDC11		1	1	0.3%	No
SSUH2		1	1	0.3%	No
NMD3		1	1	0.3%	No
MRPL2		1	1	0.3%	No
APIP		1	1	0.3%	No
CRYL1		1	1	0.3%	No
MLXIPL		1	1	0.3%	No
TNNI3K		1	1	0.3%	No
RRNAD1		1	1	0.3%	No
ADIPOR1		1	1	0.3%	No
UTP18		1	1	0.3%	No
IFT52		1	1	0.3%	No
KMT5B		1	1	0.3%	No
NAA20		1	1	0.3%	No
RLIM		1	1	0.3%	No
CEP83		1	1	0.3%	No
CERCAM		1	1	0.3%	No
C3ORF18		1	1	0.3%	No
PLEKHO1		1	1	0.3%	No
IPO11		1	1	0.3%	No
LUZP4		1	1	0.3%	No
TFDP3		1	1	0.3%	No
UBAP1		1	1	0.3%	No
ZNF571		1	1	0.3%	No
ANKMY1		1	1	0.3%	No
GMPR2		1	1	0.3%	No
CYP39A1		1	1	0.3%	No
ARMCX1		1	1	0.3%	No
PHF21A		1	1	0.3%	No
AMZ2		1	1	0.3%	No
MS4A4A		1	1	0.3%	No
FZR1		1	1	0.3%	No
KRT76		1	1	0.3%	No
ZNF117		1	1	0.3%	No
HOOK1		1	1	0.3%	No
CDC40		1	1	0.3%	No
CHST15		1	1	0.3%	No
UBR5		1	1	0.3%	Yes
ANGPT4		1	1	0.3%	No
ATP6V1D		1	1	0.3%	No
WNT16		1	1	0.3%	No
EIF3L		1	1	0.3%	No
AMOTL2		1	1	0.3%	No
ANAPC7		1	1	0.3%	No
EVL		1	1	0.3%	No
SPOUT1		1	1	0.3%	No
TMEM14C		1	1	0.3%	No
JKAMP		1	1	0.3%	No
SCLY		1	1	0.3%	No
VPS54		1	1	0.3%	No
MED15		1	1	0.3%	No
TAF9B		1	1	0.3%	No
UBE2D4		1	1	0.3%	No
SLC25A39		1	1	0.3%	No
SF3B6		1	1	0.3%	No
FKBP7		1	1	0.3%	No
ASB4		1	1	0.3%	No
SARAF		1	1	0.3%	No
ASB2		1	1	0.3%	No
SUFU		1	1	0.3%	Yes
EMCN		1	1	0.3%	No
RAB23		1	1	0.3%	No
POLR3K		1	1	0.3%	No
CD244		1	1	0.3%	No
ERAP1		1	1	0.3%	No
RSF1		1	1	0.3%	No
ASIC5		1	1	0.3%	No
COQ3		1	1	0.3%	No
ADA2		1	1	0.3%	No
CPXCR1		1	1	0.3%	No
SPA17		1	1	0.3%	No
S1PR5		1	1	0.3%	No
FGFRL1		1	1	0.3%	No
BRWD1		1	1	0.3%	No
RBM11		1	1	0.3%	No
CYCS		1	1	0.3%	No
KCNK10		1	1	0.3%	No
GDAP1		1	1	0.3%	No
UNC93A		1	1	0.3%	No
DNAJC10		1	1	0.3%	No
YIPF1		1	1	0.3%	No
GAR1		1	1	0.3%	No
SSH1		1	1	0.3%	No
RBM27		1	1	0.3%	No
FBXO42		1	1	0.3%	No
ETAA1		1	1	0.3%	Yes
TOLLIP		1	1	0.3%	No
NLE1		1	1	0.3%	No
PLEKHA5		1	1	0.3%	No
UGT2B28		1	1	0.3%	No
ZDHHC13		1	1	0.3%	No
CPVL		1	1	0.3%	No
ADAMTSL4		1	1	0.3%	No
PUS7		1	1	0.3%	No
APBB1IP		1	1	0.3%	No
CCDC93		1	1	0.3%	No
WDR44		1	1	0.3%	No
MRPL50		1	1	0.3%	No
ROBO4		1	1	0.3%	No
MTMR12		1	1	0.3%	No
SDK2		1	1	0.3%	No
MAGEL2		1	1	0.3%	No
UGT1A8		1	1	0.3%	No
UGT1A6		1	1	0.3%	No
DDX56		1	1	0.3%	No
PAF1		1	1	0.3%	No
UGT1A4		1	1	0.3%	No
PCDHB17P		1	1	0.3%	No
RSBN1		1	1	0.3%	No
CROT		1	1	0.3%	No
CNGB3		1	1	0.3%	No
SLC6A20		1	1	0.3%	No
FEV		1	1	0.3%	Yes
PCSK4		1	1	0.3%	No
BTG4		1	1	0.3%	No
HAUS6		2	1	0.3%	No
DYM		1	1	0.3%	No
AFTPH		1	1	0.3%	No
ZCCHC10		1	1	0.3%	No
LRRC49		1	1	0.3%	No
MFSD6		1	1	0.3%	No
ESRP1		1	1	0.3%	No
MS4A12		1	1	0.3%	No
QRICH1		1	1	0.3%	No
PALMD		1	1	0.3%	No
ANKHD1		1	1	0.3%	No
TBC1D8B		1	1	0.3%	No
PLPPR1		1	1	0.3%	No
INO80D		1	1	0.3%	No
RNF43		1	1	0.3%	Yes
TASOR2		1	1	0.3%	No
FOCAD		1	1	0.3%	No
YTHDF1		1	1	0.3%	No
DNAAF5		1	1	0.3%	No
RASIP1		1	1	0.3%	No
HAUS4		1	1	0.3%	No
RNF125		1	1	0.3%	No
DNAJC28		1	1	0.3%	No
LPCAT2		1	1	0.3%	No
FAM120C		1	1	0.3%	No
UCKL1		1	1	0.3%	No
C1ORF56		1	1	0.3%	No
TMEM132A		1	1	0.3%	No
SLC25A38		1	1	0.3%	No
ULK4		1	1	0.3%	No
OXSM		1	1	0.3%	No
MARC2		1	1	0.3%	No
AURKAIP1		1	1	0.3%	No
PAK1IP1		1	1	0.3%	No
PIH1D1		1	1	0.3%	No
MCUB		1	1	0.3%	No
PHIP		1	1	0.3%	No
HEATR3	1.290e-12	1	1	0.3%	No
FBXO34		1	1	0.3%	No
