Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
ZDHHC3		1	1	0.2%	No
KCNK9		1	1	0.2%	No
FAM13B		3	1	0.2%	No
REEP2		1	1	0.2%	No
SLC22A17		1	1	0.2%	No
MRPL35		1	1	0.2%	No
MEX3C		1	1	0.2%	No
SPG21		1	1	0.2%	No
AHSP		1	1	0.2%	No
TNFRSF12A		1	1	0.2%	No
PRR16		1	1	0.2%	No
NGRN		1	1	0.2%	No
CRNKL1		3	1	0.2%	No
ZBTB7A		2	1	0.2%	Yes
KRT76		1	1	0.2%	No
ZNF117		1	1	0.2%	No
MBTPS2		2	1	0.2%	No
ZMYND10		2	1	0.2%	No
ATP6V1D		1	1	0.2%	No
WNT16		1	1	0.2%	No
ZNF589		1	1	0.2%	No
EIF3L		1	1	0.2%	No
WDR83OS		1	1	0.2%	No
TRAPPC4		2	1	0.2%	No
HEMK1		1	1	0.2%	No
ACTL6B		2	1	0.2%	No
AMOTL2		1	1	0.2%	No
ZNF107		1	1	0.2%	No
ANAPC7		1	1	0.2%	No
FAM8A1		1	1	0.2%	No
HPCAL4		1	1	0.2%	No
IP6K2		1	1	0.2%	No
LCMT1		2	1	0.2%	No
RHCG		1	1	0.2%	No
SFMBT1		3	1	0.2%	No
GPR89B		1	1	0.2%	No
UBE2J1		1	1	0.2%	No
EVL		1	1	0.2%	No
CABP2		1	1	0.2%	No
ANKFY1		1	1	0.2%	No
VCX2		1	1	0.2%	No
VCX3A		1	1	0.2%	No
NOP16		1	1	0.2%	No
NELFCD		1	1	0.2%	No
CWC15		1	1	0.2%	No
GTSE1		3	1	0.2%	Yes
ETV7		1	1	0.2%	No
DTL		1	1	0.2%	No
LARS		3	1	0.2%	No
TMEM14C		1	1	0.2%	No
TMEM138		1	1	0.2%	No
JKAMP		1	1	0.2%	No
TRMO		2	1	0.2%	No
PPHLN1		1	1	0.2%	No
ZNF581		1	1	0.2%	No
SIRT7		1	1	0.2%	No
RAB14		1	1	0.2%	No
PEX5L		2	1	0.2%	No
IL23A		1	1	0.2%	No
TDP2		1	1	0.2%	No
GDE1		1	1	0.2%	No
LARP7		1	1	0.2%	No
ESF1		1	1	0.2%	No
PIAS4		1	1	0.2%	No
TRIM33		1	1	0.2%	Yes
LSR		1	1	0.2%	No
TRMT6		1	1	0.2%	No
DPH5		1	1	0.2%	No
ERGIC3		1	1	0.2%	No
TAF9B		1	1	0.2%	No
DHRS7		1	1	0.2%	No
SF3B6		1	1	0.2%	No
YPEL5		1	1	0.2%	Yes
MRPS23		1	1	0.2%	No
RASD1		1	1	0.2%	No
STYXL1		1	1	0.2%	No
GINS2		1	1	0.2%	No
FKBP7		1	1	0.2%	No
ZFR		1	1	0.2%	No
ASB4		1	1	0.2%	No
HSPB11		1	1	0.2%	No
SARAF		1	1	0.2%	No
ASB2		1	1	0.2%	No
MPP6		1	1	0.2%	No
HECA		1	1	0.2%	No
CYB5R2		1	1	0.2%	No
NLK		1	1	0.2%	No
ACSL5		1	1	0.2%	No
EMCN		1	1	0.2%	No
ZNF44		1	1	0.2%	No
RAB23		1	1	0.2%	No
CMPK1		1	1	0.2%	No
POLR3K		1	1	0.2%	No
WBP11		1	1	0.2%	No
MSRB1		1	1	0.2%	No
WWOX		2	1	0.2%	No
CD244		1	1	0.2%	No
LUC7L3		1	1	0.2%	No
RTEL1		1	1	0.2%	Yes
ERAP1		1	1	0.2%	No
C9ORF78		1	1	0.2%	No
STK26		1	1	0.2%	No
MYOZ2		1	1	0.2%	No
COQ3		1	1	0.2%	No
CALML5		1	1	0.2%	No
TUBA8		1	1	0.2%	No
PHAX		2	1	0.2%	No
SPA17		1	1	0.2%	No
NUDT9		1	1	0.2%	No
TM6SF1		1	1	0.2%	No
PANK1		1	1	0.2%	No
SHC3		1	1	0.2%	No
CLIC5		1	1	0.2%	No
S1PR5		1	1	0.2%	No
P2RY13		1	1	0.2%	No
GPR84		2	1	0.2%	No
IL20RA		1	1	0.2%	No
IL20RB		1	1	0.2%	No
TRIM34		1	1	0.2%	No
CDHR5		1	1	0.2%	No
RAB4B		1	1	0.2%	No
SLCO1C1		1	1	0.2%	No
CNTN5		1	1	0.2%	No
CSNK1G1		1	1	0.2%	No
CPSF2		1	1	0.2%	No
SLC37A1		1	1	0.2%	No
RBM11		1	1	0.2%	No
PCBP3		1	1	0.2%	No
SETD4		1	1	0.2%	Yes
FAM3B		1	1	0.2%	No
MRPL39		2	1	0.2%	No
C21ORF91		1	1	0.2%	No
DCUN1D1		1	1	0.2%	Yes
NANS		1	1	0.2%	No
TREM2		1	1	0.2%	No
GPR173		1	1	0.2%	No
GPR85		1	1	0.2%	No
HAO1		1	1	0.2%	No
TAS2R5		1	1	0.2%	No
DNAJC10		1	1	0.2%	No
SSH1		1	1	0.2%	No
GFOD1		1	1	0.2%	No
KCTD5		1	1	0.2%	No
TAF7L		1	1	0.2%	No
MRPS21		1	1	0.2%	No
XRN1		1	1	0.2%	No
SPIN2A		1	1	0.2%	No
ZFAND6		1	1	0.2%	No
TOLLIP		1	1	0.2%	No
PLEKHA5		1	1	0.2%	No
TMX3		1	1	0.2%	No
SMOX		1	1	0.2%	No
RHOF		1	1	0.2%	No
PUS7		1	1	0.2%	No
CCDC93		1	1	0.2%	No
ASNSD1		2	1	0.2%	No
SHLD2		1	1	0.2%	No
ROBO4		1	1	0.2%	No
NDUFB11		1	1	0.2%	No
DDIT4		1	1	0.2%	No
RC3H2		1	1	0.2%	No
CRCT1		1	1	0.2%	No
MAGEL2		1	1	0.2%	No
GNL3L		1	1	0.2%	No
ING3		1	1	0.2%	No
EPB41L4B		1	1	0.2%	No
UGT1A7		1	1	0.2%	No
UGT1A6		1	1	0.2%	No
UGT1A5		1	1	0.2%	No
LZTFL1		1	1	0.2%	No
MXRA8		2	1	0.2%	No
L1TD1		1	1	0.2%	No
NDFIP2		1	1	0.2%	No
INO80		3	1	0.2%	No
FBXL19		1	1	0.2%	No
ARL15		1	1	0.2%	No
MAP10		1	1	0.2%	No
MINDY2		1	1	0.2%	No
UGT1A4		1	1	0.2%	No
TBC1D13		1	1	0.2%	No
WDR74		1	1	0.2%	No
TMEM106B		1	1	0.2%	No
LRRN3		1	1	0.2%	No
GTPBP2		2	1	0.2%	No
CROT		1	1	0.2%	No
ZNHIT6		3	1	0.2%	No
P4HTM		2	1	0.2%	No
PDP1		1	1	0.2%	No
GPN2		1	1	0.2%	No
SLC35F2		2	1	0.2%	No
FEV		1	1	0.2%	Yes
LY6K		1	1	0.2%	No
NUTM2F		2	1	0.2%	No
IL17RD		2	1	0.2%	No
FAM20A		1	1	0.2%	No
GRAMD1C		1	1	0.2%	No
ZRANB1		2	1	0.2%	No
CFAP46		1	1	0.2%	No
RNF111		1	1	0.2%	No
ALKBH4		1	1	0.2%	No
MED18		1	1	0.2%	No
MBTD1		1	1	0.2%	No
KLHL24		2	1	0.2%	No
HAUS6		2	1	0.2%	No
CNNM2		1	1	0.2%	No
ZNF562		2	1	0.2%	No
GATAD2A		1	1	0.2%	No
ZCCHC10		1	1	0.2%	No
ERCC6L		1	1	0.2%	No
CDHR2		2	1	0.2%	No
GIN1		1	1	0.2%	No
NXPE4		1	1	0.2%	No
BCAS3		2	1	0.2%	No
ASPN		1	1	0.2%	No
GDAP2		1	1	0.2%	No
BSPRY		1	1	0.2%	No
APTX		1	1	0.2%	No
MFSD6		1	1	0.2%	No
SYTL2		2	1	0.2%	No
ARHGEF38		1	1	0.2%	No
TENT5C		1	1	0.2%	Yes
GON4L		2	1	0.2%	No
SNRK		1	1	0.2%	No
TMEM214		1	1	0.2%	No
PIGG		2	1	0.2%	No
PALMD		1	1	0.2%	No
FNBP1L		1	1	0.2%	No
DPP8		1	1	0.2%	No
TEX10		4	1	0.2%	No
CWC25		1	1	0.2%	No
RETSAT		3	1	0.2%	No
NSUN2		2	1	0.2%	No
ALKBH5		1	1	0.2%	No
MTMR10		1	1	0.2%	No
ELOVL2		1	1	0.2%	No
PXK		1	1	0.2%	No
CDKAL1		1	1	0.2%	No
SEMA4C		1	1	0.2%	No
RASIP1		1	1	0.2%	No
ZSCAN32		1	1	0.2%	No
CHCHD3		1	1	0.2%	No
IMPAD1		1	1	0.2%	No
HAUS4		1	1	0.2%	No
TRMT10C		1	1	0.2%	No
EXD3		1	1	0.2%	No
ADPRHL2		1	1	0.2%	No
SOHLH2		1	1	0.2%	No
SARS2		1	1	0.2%	No
DNAJC28		1	1	0.2%	No
SLC41A3		1	1	0.2%	No
LPCAT2		2	1	0.2%	No
PARP16		2	1	0.2%	No
TXNL4B		1	1	0.2%	No
SSH3		1	1	0.2%	No
C1ORF56		1	1	0.2%	No
HPF1		1	1	0.2%	No
BANP		1	1	0.2%	No
THG1L		3	1	0.2%	No
SLC25A38		1	1	0.2%	No
C2ORF42		1	1	0.2%	No
NMRK1		1	1	0.2%	No
HCFC1R1		1	1	0.2%	No
ULK4		1	1	0.2%	No
GID8		1	1	0.2%	No
AURKAIP1		1	1	0.2%	No
TTC22		1	1	0.2%	No
TRMT61B		1	1	0.2%	No
FAM118A		1	1	0.2%	No
PIH1D1		1	1	0.2%	No
PPP2R3C		1	1	0.2%	No
PRPF39		1	1	0.2%	No
TTC38		1	1	0.2%	No
BANK1		1	1	0.2%	No
TMEM255A		1	1	0.2%	No
FBXO34		1	1	0.2%	No
USP47		1	1	0.2%	No
MOCOS		2	1	0.2%	No
TRMT12		1	1	0.2%	No
EPN3		1	1	0.2%	No
NRDE2		1	1	0.2%	No
ATG16L1		2	1	0.2%	No
SPATA6L		1	1	0.2%	No
OXR1		3	1	0.2%	No
UACA		1	1	0.2%	No
FEZF2		1	1	0.2%	No
TAPBPL		1	1	0.2%	No
ARGLU1		1	1	0.2%	No
SOBP		1	1	0.2%	No
RADX		1	1	0.2%	No
CCDC186		1	1	0.2%	No
TMEM51		1	1	0.2%	No
BSDC1		1	1	0.2%	No
WDR60		1	1	0.2%	No
ARHGAP17		1	1	0.2%	No
TMEM39B		1	1	0.2%	No
SLC6A15		1	1	0.2%	No
CRTAC1		2	1	0.2%	No
TRIM68		1	1	0.2%	No
ARMC4		3	1	0.2%	No
WRAP53		1	1	0.2%	No
FIGN		1	1	0.2%	No
LRRC8D		1	1	0.2%	No
THAP1		1	1	0.2%	No
ZDHHC4		1	1	0.2%	No
UBR7		1	1	0.2%	No
MTPAP		1	1	0.2%	No
TMEM38B		2	1	0.2%	No
DALRD3		1	1	0.2%	No
MSTO1		1	1	0.2%	No
ARMC1		1	1	0.2%	No
TMEM33		1	1	0.2%	No
CEP55		1	1	0.2%	No
CENPQ		1	1	0.2%	No
MSL2		2	1	0.2%	No
PRMT6		1	1	0.2%	No
DNAAF2		1	1	0.2%	No
INTS10		1	1	0.2%	No
LINS1		1	1	0.2%	No
SMG8		1	1	0.2%	No
NUDT11		1	1	0.2%	No
DNAJC17		1	1	0.2%	No
APPL2		1	1	0.2%	No
FAM86C1		1	1	0.2%	No
ZNF532		4	1	0.2%	No
SBNO1		1	1	0.2%	No
DPPA4		1	1	0.2%	No
RCBTB1		1	1	0.2%	No
NKAPD1		1	1	0.2%	No
KLHDC8A		1	1	0.2%	No
LRRC20		2	1	0.2%	No
TRIM62		1	1	0.2%	No
ETNK2		2	1	0.2%	No
LRRC1		1	1	0.2%	No
SMU1		1	1	0.2%	No
OGFOD1		1	1	0.2%	No
STEAP3		1	1	0.2%	No
KIRREL1		1	1	0.2%	No
SLC47A1		1	1	0.2%	No
NEIL3		2	1	0.2%	No
PACC1		1	1	0.2%	No
YY1AP1		4	1	0.2%	Yes
PCMTD2		1	1	0.2%	No
ASXL2		1	1	0.2%	Yes
TYW1		4	1	0.2%	No
TMEM39A		1	1	0.2%	No
ADI1		1	1	0.2%	No
MRGBP		1	1	0.2%	No
MAP11		1	1	0.2%	No
ECHDC2		1	1	0.2%	No
PSPC1		1	1	0.2%	No
NUDT15		1	1	0.2%	No
CWF19L1		2	1	0.2%	No
TMEM140		1	1	0.2%	No
LRRC36		1	1	0.2%	No
UBE2W		1	1	0.2%	No
BRF2		1	1	0.2%	No
PPP6R3		1	1	0.2%	No
UEVLD		1	1	0.2%	No
CCDC91		1	1	0.2%	No
PI4K2B		2	1	0.2%	No
DDX19A		2	1	0.2%	No
CPPED1		1	1	0.2%	No
TMEM144		1	1	0.2%	No
AP5S1		1	1	0.2%	No
TMEM74B		1	1	0.2%	No
LARP6		1	1	0.2%	No
ABCF3		1	1	0.2%	No
UFSP2		1	1	0.2%	No
AGPAT5		1	1	0.2%	No
SYNJ2BP		1	1	0.2%	No
NIPSNAP3B		1	1	0.2%	No
SHFL		1	1	0.2%	No
PLCXD1		1	1	0.2%	No
TCP11L1		1	1	0.2%	No
ABHD10		1	1	0.2%	No
SLC22A15		1	1	0.2%	No
HEMGN		1	1	0.2%	No
PIDD1		1	1	0.2%	No
LRRC59		1	1	0.2%	No
GPALPP1		1	1	0.2%	No
STRADB		1	1	0.2%	No
NDUFAF7		1	1	0.2%	No
ETNK1		1	1	0.2%	Yes
ASIC4		1	1	0.2%	No
FEM1A		1	1	0.2%	No
ELMOD1		2	1	0.2%	No
MAML3		2	1	0.2%	No
ZNF823		1	1	0.2%	No
SOX6		2	1	0.2%	No
KLK15		1	1	0.2%	No
ZNF821		1	1	0.2%	No
FOXRED1		2	1	0.2%	No
CDV3		1	1	0.2%	No
NAGK		1	1	0.2%	No
UBE2Q1		1	1	0.2%	No
BMP2K		1	1	0.2%	No
OTUD5		1	1	0.2%	No
ZCCHC8		1	1	0.2%	No
CDKN2AIP		2	1	0.2%	No
TENT5A		1	1	0.2%	No
PPP1R9A		3	1	0.2%	No
OTUB1		1	1	0.2%	No
TASP1		1	1	0.2%	No
STAP2		1	1	0.2%	No
TRMT1		1	1	0.2%	No
THUMPD1		1	1	0.2%	No
SMPD4		1	1	0.2%	No
SLC39A4		1	1	0.2%	No
LRRC40		1	1	0.2%	No
TBC1D22B		1	1	0.2%	No
SYBU		2	1	0.2%	No
FLVCR2		1	1	0.2%	No
LYAR		1	1	0.2%	No
BCAS4		1	1	0.2%	No
ZNF692		1	1	0.2%	No
ZNF416		1	1	0.2%	No
HIF1AN		1	1	0.2%	No
CDC37L1		1	1	0.2%	No
URGCP		3	1	0.2%	No
NPLOC4		1	1	0.2%	No
MFN1		1	1	0.2%	No
PPP4R3A		3	1	0.2%	No
IWS1		3	1	0.2%	No
LIMS2		1	1	0.2%	No
RUFY2		1	1	0.2%	No
SCYL2		1	1	0.2%	No
KANSL3		1	1	0.2%	No
TRMU		1	1	0.2%	No
PACS1		1	1	0.2%	No
KDM4D		2	1	0.2%	No
RADIL		1	1	0.2%	No
ARHGEF40		1	1	0.2%	No
NDC1		1	1	0.2%	No
NECAP2		1	1	0.2%	No
DOK4		2	1	0.2%	No
LMBR1L		1	1	0.2%	No
POLR3E		1	1	0.2%	No
ASF1B		1	1	0.2%	No
ATF7IP		1	1	0.2%	No
C1ORF112		2	1	0.2%	No
HHAT		1	1	0.2%	No
ENAH		1	1	0.2%	No
PARVA		1	1	0.2%	No
COA1		1	1	0.2%	No
CNDP2		2	1	0.2%	No
AGK		1	1	0.2%	No
SEPTIN11		1	1	0.2%	No
TMEM30A		1	1	0.2%	Yes
INTS9		1	1	0.2%	No
RCOR3		1	1	0.2%	No
WDR12		1	1	0.2%	No
DHX32		1	1	0.2%	No
ZNF701		1	1	0.2%	No
IFT122		2	1	0.2%	No
ZNF83		1	1	0.2%	No
EXOC2		1	1	0.2%	No
TBC1D23		1	1	0.2%	No
TDP1		1	1	0.2%	No
RIOK2		1	1	0.2%	No
METTL2B		2	1	0.2%	No
IL26		1	1	0.2%	No
ADAP2		1	1	0.2%	No
TRERF1		1	1	0.2%	No
KDM3A		3	1	0.2%	No
ALLC		2	1	0.2%	No
PAG1		1	1	0.2%	Yes
PECR		1	1	0.2%	No
UBAP2		1	1	0.2%	No
EAPP		1	1	0.2%	No
EAF2		1	1	0.2%	No
ARHGAP15		1	1	0.2%	No
ITFG2		1	1	0.2%	No
USE1		1	1	0.2%	No
TEX2		1	1	0.2%	No
ZC3H15		1	1	0.2%	No
BEX1		2	1	0.2%	No
ACTR10		2	1	0.2%	No
DBNDD2		1	1	0.2%	No
ECHDC1		1	1	0.2%	No
GSDMB		1	1	0.2%	No
GABRQ		1	1	0.2%	No
WSB2		1	1	0.2%	No
ZKSCAN7		1	1	0.2%	No
GPRC5C		1	1	0.2%	No
ZNF395		1	1	0.2%	No
ZNF302		2	1	0.2%	No
THSD1		1	1	0.2%	No
ACSS2		3	1	0.2%	No
ZC4H2		1	1	0.2%	No
BIN3		1	1	0.2%	No
ERBIN		1	1	0.2%	No
CTTNBP2NL		1	1	0.2%	No
RCC2		1	1	0.2%	No
INKA2		1	1	0.2%	No
AJAP1		1	1	0.2%	No
NSFL1C		1	1	0.2%	No
GNG12		1	1	0.2%	No
SLC50A1		1	1	0.2%	No
KLHL7		1	1	0.2%	No
BARX1		1	1	0.2%	No
UBFD1		1	1	0.2%	No
KLHL4		1	1	0.2%	No
PCDHGB6		2	1	0.2%	No
PCDHGB3		1	1	0.2%	No
PCDHGB2		1	1	0.2%	No
PCDHGB1		1	1	0.2%	No
PCDHGA10		1	1	0.2%	No
PCDHGA6		1	1	0.2%	No
PCDHB15		1	1	0.2%	No
PCDHB14		1	1	0.2%	No
PCDHB8		1	1	0.2%	No
PCDHB2		3	1	0.2%	No
PCDHA13		1	1	0.2%	No
PCDHA4		1	1	0.2%	No
TEX13A		1	1	0.2%	No
TEX11		1	1	0.2%	No
NSMCE3		1	1	0.2%	No
ANKH		1	1	0.2%	No
BTNL2		1	1	0.2%	No
CRTAM		1	1	0.2%	No
RNF20		1	1	0.2%	No
CTNNBL1		1	1	0.2%	No
GPCPD1		1	1	0.2%	No
CPXM1		1	1	0.2%	No
BEX4		1	1	0.2%	No
IL36G		1	1	0.2%	No
ANKRD7		1	1	0.2%	No
LTB4R2		1	1	0.2%	No
CTPS2		1	1	0.2%	No
EIF4ENIF1		1	1	0.2%	No
KCNQ5		3	1	0.2%	No
DNAJC12		1	1	0.2%	No
MMP26		1	1	0.2%	No
ERO1B		1	1	0.2%	No
DIABLO		1	1	0.2%	No
ASAH2		1	1	0.2%	No
CLDND1		1	1	0.2%	No
TRIM39		1	1	0.2%	No
PANX2		1	1	0.2%	No
SUCNR1		1	1	0.2%	No
AKIP1		1	1	0.2%	No
C11ORF16		3	1	0.2%	No
NRIP3		1	1	0.2%	No
SAR1A		2	1	0.2%	No
SLC2A4RG		1	1	0.2%	No
IFNK		1	1	0.2%	No
SLAMF8		1	1	0.2%	No
GPR137		1	1	0.2%	No
KCMF1		2	1	0.2%	No
AGPAT3		1	1	0.2%	No
BDH2		1	1	0.2%	No
PNO1		1	1	0.2%	No
C15ORF39		1	1	0.2%	No
SPIRE1		1	1	0.2%	No
STARD7		1	1	0.2%	No
C1GALT1		1	1	0.2%	No
MEIS3		1	1	0.2%	No
DHX33		1	1	0.2%	No
NMUR2		1	1	0.2%	No
LXN		1	1	0.2%	No
NCLN		1	1	0.2%	No
GPR108		1	1	0.2%	No
CA10		1	1	0.2%	No
SMCO4		1	1	0.2%	No
HMCES		1	1	0.2%	No
CMC2		1	1	0.2%	No
ENY2		1	1	0.2%	No
MRPS22		1	1	0.2%	No
EMSY		1	1	0.2%	Yes
MFF		1	1	0.2%	No
SDR39U1		1	1	0.2%	No
C5ORF15		1	1	0.2%	No
NT5M		1	1	0.2%	No
OTUD7B		1	1	0.2%	No
SHD		1	1	0.2%	No
RGMA		1	1	0.2%	No
CEACAM19		1	1	0.2%	No
ADPRM		1	1	0.2%	No
DTWD1		1	1	0.2%	No
BBX		1	1	0.2%	No
KIF15		1	1	0.2%	No
COQ8A		1	1	0.2%	No
ACKR3		2	1	0.2%	Yes
CABP4		1	1	0.2%	No
CCNL1		1	1	0.2%	No
SLC17A7		1	1	0.2%	No
RSRP1		1	1	0.2%	No
TWSG1		1	1	0.2%	No
TBX20		1	1	0.2%	No
PLSCR4		1	1	0.2%	No
TRIM49		1	1	0.2%	No
CPA6		1	1	0.2%	No
CYSLTR2		1	1	0.2%	Yes
REXO4		1	1	0.2%	No
RAB25		1	1	0.2%	No
ZNF695		2	1	0.2%	No
LPAR5		1	1	0.2%	No
RHBG		1	1	0.2%	No
APMAP		1	1	0.2%	No
RGL3		1	1	0.2%	No
RNPEPL1		1	1	0.2%	No
RTN4		1	1	0.2%	No
ADCK1		4	1	0.2%	No
SLC44A2		2	1	0.2%	No
TMEM63C		1	1	0.2%	No
JPH2		1	1	0.2%	No
SALL4		1	1	0.2%	Yes
ASPHD2		1	1	0.2%	No
DOLPP1		1	1	0.2%	No
CAMK1G		1	1	0.2%	No
VARS2		1	1	0.2%	No
KIAA1191		1	1	0.2%	No
SELENON		1	1	0.2%	No
ATP8B2		1	1	0.2%	No
ADGRG6		1	1	0.2%	No
SPRYD7		1	1	0.2%	No
VANGL2		1	1	0.2%	No
ZNF630		1	1	0.2%	No
PBXIP1		1	1	0.2%	No
ZNF286A		1	1	0.2%	No
MRS2		1	1	0.2%	No
CLTRN		1	1	0.2%	No
CYP20A1		1	1	0.2%	No
SPC25		1	1	0.2%	No
LRTM1		1	1	0.2%	No
SCYL1		1	1	0.2%	No
C3ORF14		1	1	0.2%	No
NDRG3		1	1	0.2%	No
NDRG2		1	1	0.2%	No
GATAD2B		1	1	0.2%	No
AMIGO1		1	1	0.2%	No
STRIP2		1	1	0.2%	No
TBC1D24		1	1	0.2%	No
SLC12A5		3	1	0.2%	No
LRRC47		1	1	0.2%	No
CNOT6		1	1	0.2%	No
ZNF512B		2	1	0.2%	No
NLN		1	1	0.2%	No
ODF2L		1	1	0.2%	No
RIMKLB		1	1	0.2%	No
NLGN4X		1	1	0.2%	No
MTA3		1	1	0.2%	No
INTS2		1	1	0.2%	No
MTUS1		1	1	0.2%	No
GPR158		3	1	0.2%	No
CASKIN2		1	1	0.2%	No
RPTOR		1	1	0.2%	Yes
SRGAP1		1	1	0.2%	No
NYNRIN		1	1	0.2%	No
CGN		1	1	0.2%	No
NUFIP2		1	1	0.2%	No
TBC1D14		1	1	0.2%	No
MIB1		1	1	0.2%	Yes
SORCS2		1	1	0.2%	No
WDR35		2	1	0.2%	No
DISP3		1	1	0.2%	No
KLHL42		1	1	0.2%	No
IGSF9		1	1	0.2%	No
TAOK1		1	1	0.2%	No
STAMBPL1		1	1	0.2%	No
ZNF319		2	1	0.2%	No
TRMT5		1	1	0.2%	No
ZNF471		2	1	0.2%	No
MARCH4		2	1	0.2%	No
KIF17		2	1	0.2%	No
TMEM181		1	1	0.2%	No
SYT13		1	1	0.2%	No
MRTFA		1	1	0.2%	Yes
TRMT9B		1	1	0.2%	No
SLAIN2		1	1	0.2%	No
DIP2B		2	1	0.2%	No
RANBP10		1	1	0.2%	No
RELCH		1	1	0.2%	No
STIM2		1	1	0.2%	No
ZBTB2		1	1	0.2%	No
LRFN1		1	1	0.2%	No
SH3RF1		1	1	0.2%	No
EP400		2	1	0.2%	Yes
DHX37		1	1	0.2%	No
PHF12		1	1	0.2%	No
CIP2A		1	1	0.2%	No
GRAMD1A		1	1	0.2%	No
CALCOCO1		1	1	0.2%	No
ZBTB4		1	1	0.2%	No
PHRF1		5	1	0.2%	No
USP29		1	1	0.2%	No
PLEKHA4		1	1	0.2%	No
EPB41L5		1	1	0.2%	No
BEND3		1	1	0.2%	No
ZFP14		1	1	0.2%	No
GPAM		1	1	0.2%	No
ALS2		1	1	0.2%	No
CACHD1		1	1	0.2%	No
VAT1L		1	1	0.2%	No
DDX55		1	1	0.2%	No
CPNE5		1	1	0.2%	No
FAM160B1		2	1	0.2%	No
NCKAP5L		2	1	0.2%	No
GBA2		1	1	0.2%	No
DENND1A		1	1	0.2%	No
MEAK7		1	1	0.2%	No
MIER1		1	1	0.2%	No
KIAA1614		2	1	0.2%	No
ZNF529		1	1	0.2%	No
SEMA4G		1	1	0.2%	No
PPP4R4		1	1	0.2%	No
NCOA5		2	1	0.2%	No
ZFYVE28		1	1	0.2%	No
SCUBE2		2	1	0.2%	No
ANKRA2		1	1	0.2%	No
RBAK		1	1	0.2%	No
MARK4		1	1	0.2%	No
SUGP1		1	1	0.2%	No
G6PC2		1	1	0.2%	No
CCDC181		1	1	0.2%	No
CATSPERG		1	1	0.2%	No
NEUROD4		1	1	0.2%	No
CTDSP1		1	1	0.2%	No
SQOR		1	1	0.2%	No
PLEKHB1		1	1	0.2%	No
MS4A7		1	1	0.2%	No
SRPRB		1	1	0.2%	No
RHOU		1	1	0.2%	No
RPRD1B		1	1	0.2%	No
INIP		1	1	0.2%	No
OVOL2		1	1	0.2%	No
OPRPN		1	1	0.2%	No
ARHGAP22		1	1	0.2%	No
DNASE2B		1	1	0.2%	No
SINHCAF		1	1	0.2%	No
RRAGD		1	1	0.2%	No
LY6G6D		1	1	0.2%	No
SNX6		1	1	0.2%	No
MPP4		1	1	0.2%	No
IL22RA1		1	1	0.2%	No
TMEM8A		1	1	0.2%	No
EVA1C		1	1	0.2%	No
ACE2		3	1	0.2%	No
CACNG8		1	1	0.2%	No
UBL5		1	1	0.2%	No
SIGIRR		1	1	0.2%	No
TRPV4		1	1	0.2%	No
SCPEP1		1	1	0.2%	No
ZNF350		1	1	0.2%	No
KLHL12		1	1	0.2%	No
LGR6		1	1	0.2%	No
AFAP1		1	1	0.2%	No
AVPI1		1	1	0.2%	No
SLC25A19		1	1	0.2%	No
CDH26		1	1	0.2%	No
HAPLN2		1	1	0.2%	No
TRMT11		1	1	0.2%	No
APOBEC3G		1	1	0.2%	No
PPCDC		1	1	0.2%	No
CCDC90B		1	1	0.2%	No
FASTKD5		1	1	0.2%	No
AASDHPPT		1	1	0.2%	No
LDAH		1	1	0.2%	No
NAA35		3	1	0.2%	No
KCNK15		1	1	0.2%	No
RIC8A		1	1	0.2%	No
MIIP		1	1	0.2%	No
ATG101		1	1	0.2%	No
EEFSEC		1	1	0.2%	No
SMAP1		1	1	0.2%	No
SLC22A23		1	1	0.2%	No
CELA2A		1	1	0.2%	No
BCAN		1	1	0.2%	No
MRPL17		1	1	0.2%	No
RNF123		1	1	0.2%	No
UBE2O		1	1	0.2%	No
HEATR6		3	1	0.2%	No
GPATCH3		1	1	0.2%	No
SLC17A9		1	1	0.2%	No
ELMO2		1	1	0.2%	No
GALNT11		1	1	0.2%	No
CHTF18		1	1	0.2%	No
CIDEC		1	1	0.2%	No
PCIF1		1	1	0.2%	No
FKBPL		1	1	0.2%	No
DMRTC2		1	1	0.2%	No
DMRTB1		1	1	0.2%	No
DMRTA1		1	1	0.2%	No
MYO1G		1	1	0.2%	No
TSPYL2		1	1	0.2%	No
RBM26		1	1	0.2%	No
MMP27		1	1	0.2%	No
RBKS		1	1	0.2%	No
GOLPH3		1	1	0.2%	No
CLSTN2		3	1	0.2%	No
MCCC2		3	1	0.2%	No
SNX16		1	1	0.2%	No
SAMSN1		1	1	0.2%	No
SMOC2		1	1	0.2%	No
TNMD		1	1	0.2%	No
CENPK		1	1	0.2%	No
NPFFR1		1	1	0.2%	No
RTP4		1	1	0.2%	No
NPVF		1	1	0.2%	No
TMBIM1		1	1	0.2%	No
RRAGC		1	1	0.2%	Yes
ADGRL4		1	1	0.2%	No
TINAGL1		1	1	0.2%	No
XYLT2		1	1	0.2%	No
RBSN		1	1	0.2%	No
KIF9		1	1	0.2%	No
NCAPG		1	1	0.2%	No
CARD9		1	1	0.2%	No
EDDM3B		1	1	0.2%	No
LHX5		1	1	0.2%	No
TFB2M		1	1	0.2%	No
MLST8		1	1	0.2%	No
MS4A5		1	1	0.2%	No
TENT4B		3	1	0.2%	No
RAB17		1	1	0.2%	No
