Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq	Is Cancer Gene (source: OncoKB)
LINC00635		3q13.12	AMP	1	0.2%	No
PPM1L		3q25.33-q26.1	DEL	1	0.2%	No
WDR49		3q26.1	DEL	1	0.2%	No
LRRC34		3q26.2	DEL	1	0.2%	No
CPNE9		3p25.3	DEL	1	0.2%	No
DPPA2		3q13.13	AMP	1	0.2%	No
PPP4R2		3p13	AMP	1	0.2%	Yes
RNF38		9p13.2	AMP	1	0.2%	No
GLIPR2		9p13.3	AMP	1	0.2%	No
LINC00691		3p24.2	DEL	1	0.2%	No
SLC66A1L		3q25.32	DEL	1	0.2%	No
C3ORF79		3q25.2	DEL	1	0.2%	No
FGD5		3p25.1	DEL	1	0.2%	No
CIDECP1		3p25.3	DEL	1	0.2%	No
ZNF827		4q31.21-q31.22	AMP	1	0.2%	No
NFXL1		4p12	DEL	1	0.2%	No
NFXL1		4p12	AMP	1	0.2%	No
NIPAL1		4p12	DEL	1	0.2%	No
NIPAL1		4p12	AMP	1	0.2%	No
SCFD2		4q12	DEL	1	0.2%	No
THAP6		4q21.1	AMP	1	0.2%	No
ODAPH		4q21.1	AMP	1	0.2%	No
KLB		4p14	AMP	1	0.2%	No
FAM53A		4p16.3	DEL	1	0.2%	No
PPM1K		4q22.1	DEL	1	0.2%	No
TRMT44		4p16.1	AMP	1	0.2%	No
RASGEF1B		4q21.21	AMP	1	0.2%	No
SLC36A2		5q33.1	AMP	1	0.2%	No
SPINK13		5q32	AMP	1	0.2%	No
SLC25A48		5q31.1	AMP	1	0.2%	No
ZMAT2		5q31.3	AMP	1	0.2%	No
TTC23L		5p13.2	AMP	1	0.2%	No
SH3RF2		5q32	AMP	1	0.2%	No
PLAC8L1		5q32	AMP	1	0.2%	No
MBOAT1		6p22.3	DEL	1	0.2%	No
HDGFL1		6p22.3	DEL	1	0.2%	No
NKAIN2		6q22.31	AMP	1	0.2%	No
PRSS3P2		7q34	DEL	1	0.2%	No
VKORC1L1		7q11.21	DEL	1	0.2%	No
VKORC1L1		7q11.21	AMP	1	0.2%	No
KCTD7		7q11.21	DEL	1	0.2%	No
KCTD7		7q11.21	AMP	1	0.2%	No
NSUN5P1		7q11.23	DEL	1	0.2%	No
PEBP4		8p21.3	DEL	1	0.2%	No
RDH10		8q21.11	AMP	1	0.2%	No
LINC00599		8p23.1	DEL	1	0.2%	No
LINC00599		8p23.1	AMP	1	0.2%	No
TDRP		8p23.3	DEL	1	0.2%	No
ERICH1		8p23.3	DEL	1	0.2%	No
TDH		8p23.1	AMP	1	0.2%	No
C8ORF48		8p22	DEL	1	0.2%	No
MCMDC2		8q13.1	AMP	1	0.2%	No
CLVS1		8q12.2-q12.3	AMP	1	0.2%	No
SBSPON		8q21.11	AMP	1	0.2%	No
CAMSAP1		9q34.3	DEL	1	0.2%	No
C9ORF62		9q34.3	DEL	1	0.2%	No
LINC00032		9p21.2	AMP	1	0.2%	No
C9ORF163		9q34.3	DEL	1	0.2%	No
MAMDC4		9q34.3	DEL	1	0.2%	No
LCN6		9q34.3	DEL	1	0.2%	No
TTC39B		9p22.3	AMP	1	0.2%	No
SPAAR		9p13.3	AMP	1	0.2%	No
PRUNE2		9q21.2	AMP	1	0.2%	No
ARHGAP36		Xq26.1	DEL	1	0.2%	No
AKAP14		Xq24	DEL	1	0.2%	No
RHOXF1		Xq24	DEL	1	0.2%	No
NKAPP1		Xq24	DEL	1	0.2%	No
USP51		Xp11.21	DEL	1	0.2%	No
H2BFWT		Xq22.2	DEL	1	0.2%	No
FAM122B		Xq26.3	DEL	1	0.2%	No
FAM122C		Xq26.3	DEL	1	0.2%	No
USP54		10q22.2	DEL	1	0.2%	No
SLC35G1		10q23.33	DEL	1	0.2%	No
SLC35G1		10q23.33	AMP	1	0.2%	No
CLEC12A		12p13.31	DEL	1	0.2%	No
CLECL1		12p13.31	DEL	1	0.2%	No
ALDH1L2		12q23.3	AMP	1	0.2%	No
DENND5B		12p11.21	DEL	1	0.2%	No
SLC5A8		12q23.1-q23.2	AMP	1	0.2%	No
PPTC7		12q24.11	AMP	1	0.2%	No
CCDC63		12q24.11	AMP	1	0.2%	No
TMEM229B		14q24.1	AMP	1	0.2%	No
SYNE3		14q32.13	AMP	1	0.2%	No
FITM1		14q12	DEL	1	0.2%	No
LINC00519		14q21.3	AMP	1	0.2%	No
NOP9		14q12	DEL	1	0.2%	No
CFAP161		15q25.1	DEL	1	0.2%	No
TBC1D21		15q24.1	DEL	1	0.2%	No
OTUD7A		15q13.3	AMP	1	0.2%	No
ODF3L1		15q24.2	DEL	1	0.2%	No
PGBD4		15q14	AMP	1	0.2%	No
EXD1		15q15.1	AMP	1	0.2%	No
FSIP1		15q14	AMP	1	0.2%	No
ZFPM1		16q24.2	DEL	1	0.2%	No
C16ORF82		16p12.1	AMP	1	0.2%	No
MFSD6L		17p13.1	DEL	1	0.2%	No
SLFN5		17q12	AMP	1	0.2%	No
NAGS		17q21.31	DEL	1	0.2%	No
TMEM92		17q21.33	AMP	1	0.2%	No
PHOSPHO1		17q21.32	AMP	1	0.2%	No
TRPV3		17p13.2	AMP	1	0.2%	No
SLC16A11		17p13.1	DEL	1	0.2%	No
SLC16A11		17p13.1	AMP	1	0.2%	No
FBXO39		17p13.1	DEL	1	0.2%	No
FBXO39		17p13.1	AMP	1	0.2%	No
SPPL2C		17q21.31	DEL	1	0.2%	No
SPPL2C		17q21.31	AMP	1	0.2%	No
C18ORF54		18q21.2	AMP	1	0.2%	No
ELOA3		18q21.1	AMP	1	0.2%	No
ZNF497		19q13.43	AMP	1	0.2%	No
ZNF550		19q13.43	AMP	1	0.2%	No
ZNF296		19q13.32	AMP	1	0.2%	No
ZNF791		19p13.13	DEL	1	0.2%	No
ZNF564		19p13.2	DEL	1	0.2%	No
ZNF709		19p13.2	DEL	1	0.2%	No
ZNF676		19p12	DEL	1	0.2%	No
ZNF100		19p12	DEL	1	0.2%	No
GBP6		1p22.2	DEL	1	0.2%	No
TOR1AIP2		1q25.2	AMP	1	0.2%	No
IFNLR1		1p36.11	DEL	1	0.2%	No
CYP4Z2P		1p33	DEL	1	0.2%	No
CITED4		1p34.2|1p35-p34	DEL	1	0.2%	No
SLC25A3P1		1p32.3	DEL	1	0.2%	No
LEXM		1p32.3	DEL	1	0.2%	No
KANK4		1p31.3	DEL	1	0.2%	No
SDE2	1.160e-1	1q42.12	DEL	1	0.2%	No
FAM43B		1p36.12	DEL	1	0.2%	No
HFM1		1p22.2	DEL	1	0.2%	No
PAQR7		1p36.11	DEL	1	0.2%	No
CCDC185	1.160e-1	1q41	DEL	1	0.2%	No
UBL4B		1p13.3	AMP	1	0.2%	No
APCDD1L		20q13.32	AMP	1	0.2%	No
OXER1		2p21	AMP	1	0.2%	No
FAM171B		2q32.1	DEL	1	0.2%	No
UBXN2A		2p23.3	DEL	1	0.2%	No
UBXN2A		2p23.3	AMP	1	0.2%	No
SPTSSB		3q26.1	DEL	1	0.2%	No
XIRP1		3p22.2	AMP	1	0.2%	No
DCLK2		4q31.23-q31.3	AMP	1	0.2%	No
ADGRA3		4p15.2	DEL	1	0.2%	No
FREM3		4q31.21	AMP	1	0.2%	No
MMAA		4q31.21	AMP	1	0.2%	No
ZBTB49		4p16.3	AMP	1	0.2%	No
TIGD2		4q22.1	DEL	1	0.2%	No
TIGD2		4q22.1	AMP	1	0.2%	No
RASSF6		4q13.3	AMP	1	0.2%	No
RBM46		4q32.1	AMP	1	0.2%	No
MIER3		5q11.2	DEL	1	0.2%	No
MIER3		5q11.2	AMP	1	0.2%	No
UGT3A2		5p13.2	DEL	1	0.2%	No
UGT3A2		5p13.2	AMP	1	0.2%	No
TENT2		5q14.1	DEL	1	0.2%	No
NIM1K		5p12	DEL	1	0.2%	No
NIM1K		5p12	AMP	1	0.2%	No
PRSS35		6q14.2	AMP	1	0.2%	No
OLIG3		6q23.3	AMP	1	0.2%	No
C6ORF118		6q27	AMP	1	0.2%	No
ZNF92		7q11.21	DEL	1	0.2%	No
ZNF92		7q11.21	AMP	1	0.2%	No
ZNF679		7q11.21	AMP	1	0.2%	No
ZNF596		8p23.3	DEL	1	0.2%	No
STKLD1		9q34.2	DEL	1	0.2%	No
KCNV2		9p24.2	AMP	1	0.2%	No
TMEM252		9q21.11	AMP	1	0.2%	No
QSOX2		9q34.3	DEL	1	0.2%	No
ZCCHC12		Xq24	DEL	1	0.2%	No
FUT11		10q22.2	DEL	1	0.2%	No
OIT3		10q22.1	DEL	1	0.2%	No
LINC00858		10q23.1	DEL	1	0.2%	No
LINC00858		10q23.1	AMP	1	0.2%	No
ACTL10		20q11.22	AMP	1	0.2%	No
DHX36		3q25.2	DEL	1	0.2%	No
GPHA2		11q13.1	AMP	1	0.2%	No
PSORS1C1		6p21.33	DEL	1	0.2%	No
PSORS1C2		6p21.33	DEL	1	0.2%	No
ADAMTS16		5p15.32	AMP	1	0.2%	No
ADAMTS17		15q26.3	DEL	1	0.2%	No
COX7B2		4p12	DEL	1	0.2%	No
COX7B2		4p12	AMP	1	0.2%	No
KCNG3		2p21	AMP	1	0.2%	No
PPP1R18		6p21.33	DEL	1	0.2%	No
ZNF431		19p12	DEL	1	0.2%	No
SPACA4		19q13.33	AMP	1	0.2%	No
ABHD3		18q11.2	DEL	1	0.2%	No
CYS1		2p25.1	DEL	1	0.2%	No
AGO3		1p34.3	DEL	1	0.2%	No
AGO4		1p34.3	DEL	1	0.2%	No
SCAMP5		15q24.2	DEL	1	0.2%	No
LINC00189		21q21.3	DEL	1	0.2%	No
LINC00189		21q21.3	AMP	1	0.2%	No
SDR16C5		8q12.1	AMP	1	0.2%	No
PLPP4		10q26.12	AMP	1	0.2%	No
METTL15		11p14.1	AMP	1	0.2%	No
IMMP1L		11p13	AMP	1	0.2%	No
AMN1		12p11.21	DEL	1	0.2%	No
METTL7B		12q13.2	AMP	1	0.2%	No
FAM71C		12q23.1	AMP	1	0.2%	No
DCP1B		12p13.33	DEL	1	0.2%	No
FAM24B		10q26.13	AMP	1	0.2%	No
ADCY4		14q12	DEL	1	0.2%	No
LINC01599		14q21.3	AMP	1	0.2%	No
FAM227B		15q21.2	AMP	1	0.2%	No
DNM1P46		15q26.3	DEL	1	0.2%	No
GRAMD2A	1.996e-1	15q23	AMP	1	0.2%	No
LCTL	1.996e-1	15q22.31	AMP	1	0.2%	No
UBR1		15q15.2	AMP	1	0.2%	No
FCSK		16q22.1	AMP	1	0.2%	No
ZNF778		16q24.3	DEL	1	0.2%	No
ACSF3		16q24.3	DEL	1	0.2%	No
TUBB8P7		16q24.3	DEL	1	0.2%	No
WDR90		16p13.3	DEL	1	0.2%	Yes
NSMCE1		16p12.1	AMP	1	0.2%	No
ZNF48		16p11.2	AMP	1	0.2%	No
TTC21A		3p22.2	AMP	1	0.2%	No
DAND5		19p13.13	DEL	1	0.2%	No
NLRP7		19q13.42	AMP	1	0.2%	No
ZNF626		19p12	DEL	1	0.2%	No
ALG14		1p21.3	DEL	1	0.2%	No
FAM76A		1p35.3	DEL	1	0.2%	No
LINC00466		1p31.3	DEL	1	0.2%	No
FYB2		1p32.2	DEL	1	0.2%	No
TMEM61		1p32.3	DEL	1	0.2%	No
CYP4Z1		1p33	DEL	1	0.2%	No
CDCP2		1p32.3	DEL	1	0.2%	No
SLC5A9		1p33	DEL	1	0.2%	No
CC2D1B		1p32.3	DEL	1	0.2%	No
TXLNA		1p35.2	DEL	1	0.2%	No
TCTEX1D1		1p31.3	DEL	1	0.2%	No
TCTEX1D1		1p31.3	AMP	1	0.2%	No
PLD5		1q43	AMP	1	0.2%	No
C1ORF100		1q44	AMP	1	0.2%	No
SLFNL1		1p34.2	DEL	1	0.2%	No
IBA57	1.160e-1	1q42.13	DEL	1	0.2%	No
FAM209A		20q13.31	AMP	1	0.2%	No
APLF		2p13.3	AMP	1	0.2%	No
CRYGEP		2q33.3	DEL	1	0.2%	No
CRYGEP		2q33.3	AMP	1	0.2%	No
PIKFYVE		2q34	DEL	1	0.2%	No
KRTCAP3		2p23.3	AMP	1	0.2%	No
C3ORF67		3p14.2	AMP	1	0.2%	No
KCTD6		3p14.3	AMP	1	0.2%	No
LIPH		3q27.2	DEL	1	0.2%	No
ARL13B		3q11.1-q11.2	AMP	1	0.2%	No
DHFR2		3q11.2	AMP	1	0.2%	No
RPL22L1		3q26.2	DEL	1	0.2%	No
KLHDC8B		3p21.31	AMP	1	0.2%	No
ARHGAP27		17q21.31	DEL	1	0.2%	No
ARHGAP27		17q21.31	AMP	1	0.2%	No
SAMD14		17q21.33	AMP	1	0.2%	No
SLC16A13		17p13.1	DEL	1	0.2%	No
SLC16A13		17p13.1	AMP	1	0.2%	No
SPEM2		17p13.1	DEL	1	0.2%	No
SPEM2		17p13.1	AMP	1	0.2%	No
CENPX		17q25.3	DEL	1	0.2%	No
LRRC45		17q25.3	DEL	1	0.2%	No
SLC39A11		17q24.3-q25.1	DEL	1	0.2%	No
RDM1		17q12	DEL	1	0.2%	No
RDM1		17q12	AMP	1	0.2%	No
SPNS3		17p13.2	AMP	1	0.2%	No
FBXO15		18q22.3	AMP	1	0.2%	No
RAB12		18p11.22	AMP	1	0.2%	No
ZBTB7C		18q21.1	AMP	1	0.2%	No
ZNF584		19q13.43	AMP	1	0.2%	No
ZSCAN4		19q13.43	AMP	1	0.2%	No
LINC00870		3p13	AMP	1	0.2%	No
DNAH12		3p14.3	AMP	1	0.2%	No
PDE12		3p14.3	AMP	1	0.2%	No
DENND6A		3p14.3	AMP	1	0.2%	No
SLC10A4		4p11	DEL	1	0.2%	No
TIGD4		4q31.3	AMP	1	0.2%	No
TMEM154		4q31.3	AMP	1	0.2%	No
SMIM14		4p14	AMP	1	0.2%	No
RWDD4		4q35.1	AMP	1	0.2%	No
SPATA24		5q31.2	AMP	1	0.2%	No
DNAJC18		5q31.2	AMP	1	0.2%	No
RANBP3L		5p13.2	DEL	1	0.2%	No
RANBP3L		5p13.2	AMP	1	0.2%	No
LINC01554		5q15	AMP	1	0.2%	No
GAPT		5q11.2	DEL	1	0.2%	No
CMYA5		5q14.1	DEL	1	0.2%	No
STK32A		5q32	AMP	1	0.2%	No
TUBB		6p21.33	DEL	1	0.2%	No
R3HCC1		8p21.3	DEL	1	0.2%	No
R3HCC1		8p21.3	AMP	1	0.2%	No
PRSS55		8p23.1	AMP	1	0.2%	No
C8ORF74		8p23.1	AMP	1	0.2%	No
LGI3		8p21.3	DEL	1	0.2%	No
CCDC107		9p13.3	AMP	1	0.2%	No
CT83		Xq23	DEL	1	0.2%	No
SLC25A43		Xq24	DEL	1	0.2%	No
INTS6L		Xq26.3	DEL	1	0.2%	No
ZNF449		Xq26.3	DEL	1	0.2%	No
PAGE2		Xp11.21	DEL	1	0.2%	No
RPSAP52		12q14.3	AMP	1	0.2%	No
CERS3		15q26.3	DEL	1	0.2%	No
NLRP11		19q13.42-q13.43	AMP	1	0.2%	No
SLC44A5		1p31.1	AMP	1	0.2%	No
AMER3		2q21.1	AMP	1	0.2%	No
MTLN		2q13	DEL	1	0.2%	No
DIPK2A		3q24	AMP	1	0.2%	No
TRIML2		4q35.2	AMP	1	0.2%	No
SLC36A1		5q33.1	AMP	1	0.2%	No
C6ORF163		6q15	AMP	1	0.2%	No
SFTA1P		10p14	DEL	1	0.2%	No
OR8U1		11q12.1	AMP	1	0.2%	No
OR4C16		11q11	DEL	1	0.2%	No
OR4C16		11q11	AMP	1	0.2%	No
OR4C11		11q11	DEL	1	0.2%	No
OR4C11		11q11	AMP	1	0.2%	No
OR4S2		11q11	DEL	1	0.2%	No
OR4S2		11q11	AMP	1	0.2%	No
OR4C6		11q11	DEL	1	0.2%	No
OR4C6		11q11	AMP	1	0.2%	No
OR5D14		11q11	DEL	1	0.2%	No
OR5D14		11q11	AMP	1	0.2%	No
OR5L1		11q12.1	DEL	1	0.2%	No
OR5L1		11q12.1	AMP	1	0.2%	No
OR5D18		11q12.1	DEL	1	0.2%	No
OR5D18		11q12.1	AMP	1	0.2%	No
OR5AS1		11q12.1	DEL	1	0.2%	No
OR5AS1		11q12.1	AMP	1	0.2%	No
OR8K5		11q12.1	DEL	1	0.2%	No
OR8K5		11q12.1	AMP	1	0.2%	No
OR5T2		11q12.1	DEL	1	0.2%	No
OR5T2		11q12.1	AMP	1	0.2%	No
OR8H1		11q12.1	AMP	1	0.2%	No
OR8K3		11q12.1	AMP	1	0.2%	No
OR8J1		11q12.1	AMP	1	0.2%	No
OR5R1		11q12.1	AMP	1	0.2%	No
OR5M3		11q12.1	AMP	1	0.2%	No
LRRC55		11q12.1	AMP	1	0.2%	No
FOLH1B		11q14.3	AMP	1	0.2%	No
CABCOCO1		10q21.2	AMP	1	0.2%	No
TMEM26		10q21.2	AMP	1	0.2%	No
ZCCHC24		10q22.3	DEL	1	0.2%	No
ZCCHC24		10q22.3	AMP	1	0.2%	No
UNC5B		10q22.1	DEL	1	0.2%	No
GJD4		10p11.21	DEL	1	0.2%	No
CCNY		10p11.21	DEL	1	0.2%	No
RTKN2		10q21.2	AMP	1	0.2%	No
MRPL21		11q13.3	AMP	1	0.2%	No
TPCN2		11q13.3	AMP	1	0.2%	No
OR6Q1		11q12.1	AMP	1	0.2%	No
OR9I1		11q12.1	AMP	1	0.2%	No
OR9Q1		11q12.1	AMP	1	0.2%	No
OR9Q2		11q12.1	AMP	1	0.2%	No
OR1S2		11q12.1	AMP	1	0.2%	No
OR1S1		11q12.1	AMP	1	0.2%	No
OR10Q1		11q12.1	AMP	1	0.2%	No
OR5B17		11q12.1	AMP	1	0.2%	No
OR5B21		11q12.1	AMP	1	0.2%	No
DDIAS		11q14.1	DEL	1	0.2%	No
CCDC83		11q14.1-q14.2	DEL	1	0.2%	No
LTO1		11q13.3	AMP	1	0.2%	No
SKA1		18q21.1	AMP	1	0.2%	No
CFAP53		18q21.1	AMP	1	0.2%	No
GTSCR1		18q22.2	AMP	1	0.2%	No
DOK6		18q22.2	DEL	1	0.2%	No
DOK6		18q22.2	AMP	1	0.2%	No
TIGD3		11q13.1	AMP	1	0.2%	No
FAM181B		11q14.1	DEL	1	0.2%	No
CCDC89		11q14.1	DEL	1	0.2%	No
USP32P2		17p11.2	DEL	1	0.2%	No
CBWD5		9q21.11	AMP	1	0.2%	No
ZNF438		10p11.23	DEL	1	0.2%	No
SLC16A9		10q21.2	AMP	1	0.2%	No
FAM13C		10q21.1	AMP	1	0.2%	No
REEP3		10q21.3	AMP	1	0.2%	No
JMJD1C		10q21.3	AMP	1	0.2%	No
RPP38-DT		10p13	DEL	1	0.2%	No
FAM171A1		10p13	DEL	1	0.2%	No
SLC39A12		10p12.33	DEL	1	0.2%	No
NSUN6		10p12.31	DEL	1	0.2%	No
ARL5B		10p12.31	DEL	1	0.2%	No
CCDC162P	5.459e-3	6q21	DEL	1	0.2%	No
ADCY10P1		6p21.1	DEL	1	0.2%	No
OARD1		6p21.1	DEL	1	0.2%	No
KIF6		6p21.2	DEL	1	0.2%	No
ZBTB12		6p21.33	DEL	1	0.2%	No
C6ORF136		6p21.33	DEL	1	0.2%	No
ZSCAN12P1		6p22.1	DEL	1	0.2%	No
HIST1H2AA		6p22.2	DEL	1	0.2%	No
THSD7A		7p21.3	DEL	1	0.2%	No
SRRM3		7q11.23	DEL	1	0.2%	No
RSBN1L		7q11.23	DEL	1	0.2%	No
SLC35F1		6q22.2-q22.31	AMP	1	0.2%	No
TSPO2		6p21.1	DEL	1	0.2%	No
UNC5CL		6p21.1	DEL	1	0.2%	No
ZSCAN23		6p22.1	DEL	1	0.2%	No
NKAPL		6p22.1	DEL	1	0.2%	No
DEFB113		6p12.3	DEL	1	0.2%	No
DEFB114		6p12.3	DEL	1	0.2%	No
DEFB115		20q11.21	DEL	1	0.2%	No
DEFB125		20p13	DEL	1	0.2%	No
DEFB128		20p13	DEL	1	0.2%	No
DEFB130A		8p23.1	DEL	1	0.2%	No
DEFB130A		8p23.1	AMP	1	0.2%	No
ATP6V1C2		-	DEL	1	0.2%	No
CNOT6L		4q21.1	AMP	1	0.2%	No
GAS2L2		17q12	DEL	1	0.2%	No
GAS2L2		17q12	AMP	1	0.2%	No
AKR7L		1p36.13|1p35-p36.1	DEL	1	0.2%	No
AKR7L		1p36.13|1p35-p36.1	AMP	1	0.2%	No
SLC17A8		12q23.1	AMP	1	0.2%	No
RNASEH1		2p25.3	DEL	1	0.2%	No
LINC00314		21q21.3	DEL	1	0.2%	No
NPCDR1		3p21.1	AMP	1	0.2%	No
STH		17q21.31	DEL	1	0.2%	No
STH		17q21.31	AMP	1	0.2%	No
IL27		16p12.1-p11.2	AMP	1	0.2%	No
TMEM9		1q32.1	AMP	1	0.2%	No
NEIL2		8p23.1	AMP	1	0.2%	No
FNDC5		1p35.1	DEL	1	0.2%	No
HCG27		6p21.33	DEL	1	0.2%	No
LINC00612		12p13.31	DEL	1	0.2%	No
PRR14L		22q12.2	DEL	1	0.2%	No
EPHX4		1p22.1	DEL	1	0.2%	No
RICTOR		5p13.1	AMP	1	0.2%	Yes
IPMK		10q21.1	AMP	1	0.2%	No
ZNF620		3p22.1	AMP	1	0.2%	No
MMS22L		6q16.1	DEL	1	0.2%	No
EBF3		10q26.3	AMP	1	0.2%	No
CERS6		2q24.3	DEL	1	0.2%	No
MSRB3		12q14.3	AMP	1	0.2%	No
ANGPTL5		11q22.1	DEL	1	0.2%	No
YTHDF3		8q12.3	AMP	1	0.2%	No
KCTD13		16p11.2	AMP	1	0.2%	No
ASPHD1		16p11.2	AMP	1	0.2%	No
ETFBKMT		12p11.21	DEL	1	0.2%	No
METAP1D		2q31.1	DEL	1	0.2%	No
EHBP1L1		11q13.1	AMP	1	0.2%	No
SNX32		11q13.1	AMP	1	0.2%	No
FBXO33		14q21.1	DEL	1	0.2%	No
TSGA10IP		11q13.1	AMP	1	0.2%	No
RNF169		11q13.4	AMP	1	0.2%	No
LCORL		4p15.31	DEL	1	0.2%	No
LCORL		4p15.31	AMP	1	0.2%	No
TBC1D28		17p11.2	DEL	1	0.2%	No
TBC1D28		17p11.2	AMP	1	0.2%	No
LINC00677		14q32.33	AMP	1	0.2%	No
LINC00710		10p14	DEL	1	0.2%	No
MCM9		6q22.31	AMP	1	0.2%	No
PROSER2		10p14	DEL	1	0.2%	No
LPCAT4		15q14	AMP	1	0.2%	No
LYG2		2q11.2	DEL	1	0.2%	No
VXN		8q13.1	AMP	1	0.2%	No
OR6C74		12q13.2	AMP	1	0.2%	No
OR6C3		12q13.2	AMP	1	0.2%	No
TMEM256		17p13.1	DEL	1	0.2%	No
TMEM256		17p13.1	AMP	1	0.2%	No
OR2T6		1q44	AMP	1	0.2%	No
OR1L4		9q33.2	DEL	1	0.2%	No
CALHM1		10q24.33	AMP	1	0.2%	No
LINC00879		3q11.2	AMP	1	0.2%	No
TMEM86B		19q13.42	AMP	1	0.2%	No
TAC4		17q21.33	AMP	1	0.2%	No
TMCO4		1p36.13	DEL	1	0.2%	No
MYADML2		17q25.3	DEL	1	0.2%	No
EIF2S3B		12p13.2	DEL	1	0.2%	No
CT47A11		Xq24	DEL	1	0.2%	No
EPGN		4q13.3	AMP	1	0.2%	No
ELMOD2		4q31.1	AMP	1	0.2%	No
HIST1H2BA		6p22.2	DEL	1	0.2%	No
COL24A1		1p22.3	DEL	1	0.2%	No
PDZD9		16p12.2	AMP	1	0.2%	No
BCL6B		17p13.1	DEL	1	0.2%	No
BCL6B		17p13.1	AMP	1	0.2%	No
CNEP1R1		16q12.1	AMP	1	0.2%	No
SYT14		1q32.2	AMP	1	0.2%	No
ANKRD31		5q13.3	DEL	1	0.2%	No
ZNF549		19q13.43	AMP	1	0.2%	No
SYCE2		19p13.13	DEL	1	0.2%	No
OR4C3		11p11.2	DEL	1	0.2%	No
OR4S1		11p11.2	DEL	1	0.2%	No
CDRT15L2		17p11.2	DEL	1	0.2%	No
CDRT15L2		17p11.2	AMP	1	0.2%	No
NUDT14		14q32.33	AMP	1	0.2%	No
NATD1		17p11.2	DEL	1	0.2%	No
NATD1		17p11.2	AMP	1	0.2%	No
CCDC197		14q32.12	AMP	1	0.2%	No
SERPINA11		14q32.13	AMP	1	0.2%	No
ST6GALNAC3		1p31.1	AMP	1	0.2%	No
MFSD8		4q28.2	AMP	1	0.2%	No
LYSMD2		15q21.2	AMP	1	0.2%	No
MAMDC2		9q21.12	AMP	1	0.2%	No
NPB		17q25.3	DEL	1	0.2%	No
HEATR9		17q12	DEL	1	0.2%	No
HEATR9		17q12	AMP	1	0.2%	No
FRMD3		9q21.32	DEL	1	0.2%	No
CATSPERE		1q44	AMP	1	0.2%	No
PLCXD2		3q13.2	AMP	1	0.2%	No
ZNF683		1p36.11	DEL	1	0.2%	No
GCSAM		3q13.2	AMP	1	0.2%	No
RNF214		11q23.3	DEL	1	0.2%	No
GPX6		6p22.1	DEL	1	0.2%	No
DSCR9		21q22.13	DEL	1	0.2%	No
SNX33		15q24.2	DEL	1	0.2%	No
ANKS4B		16p12.2	AMP	1	0.2%	No
NCR3		6p21.33	DEL	1	0.2%	No
LY6G6F		6p21.33	DEL	1	0.2%	No
HSPA12A		10q25.3	AMP	1	0.2%	No
ASPM		1q31.3	AMP	1	0.2%	No
MDS2		1p36.11	DEL	1	0.2%	Yes
TAS2R39		7q34	DEL	1	0.2%	No
TAS2R40		7q34	DEL	1	0.2%	No
TAS2R43		12p13.2	DEL	1	0.2%	No
TAS2R31		12p13.2	DEL	1	0.2%	No
TAS2R46		12p13.2	DEL	1	0.2%	No
TAS2R30		12p13.2	DEL	1	0.2%	No
TAS2R19		12p13.2	DEL	1	0.2%	No
TAS2R20		12p13.2	DEL	1	0.2%	No
TAS2R50		12p13.2	DEL	1	0.2%	No
CYP4X1		1p33|1	DEL	1	0.2%	No
NSUN5P2		7q11.23	DEL	1	0.2%	No
FDCSP		4q13.3|4q13	AMP	1	0.2%	No
TIPRL		1q24.2	AMP	1	0.2%	No
BRD3OS		9q34.2	DEL	1	0.2%	No
BEST4		1p34.1	DEL	1	0.2%	No
BEST4		1p34.1	AMP	1	0.2%	No
NAP1L5		4q22.1|4q21-q22	DEL	1	0.2%	No
NAP1L5		4q22.1|4q21-q22	AMP	1	0.2%	No
LINC00307		21q22.11	AMP	1	0.2%	No
PIPSL		10q23.33	DEL	1	0.2%	No
PGBD2		1q44	AMP	1	0.2%	No
SELENOH		11q12.1	AMP	1	0.2%	No
LINC00515		21q21.3	DEL	1	0.2%	No
LINC00515		21q21.3	AMP	1	0.2%	No
OR10AG1		11q12.1	DEL	1	0.2%	No
OR10AG1		11q12.1	AMP	1	0.2%	No
OR5J2		11q12.1	DEL	1	0.2%	No
OR5J2		11q12.1	AMP	1	0.2%	No
ZNF311		6p22.1	DEL	1	0.2%	No
BLOC1S2		10q24.31	DEL	1	0.2%	No
RBM20		10q25.2	AMP	1	0.2%	No
LINC01553		10q21.2	AMP	1	0.2%	No
OR4C13		11p11.12	DEL	1	0.2%	No
OR4C13		11p11.12	AMP	1	0.2%	No
OR4C12		11p11.12	DEL	1	0.2%	No
OR4C12		11p11.12	AMP	1	0.2%	No
TRIM49B		11p11.12	DEL	1	0.2%	No
TRIM49B		11p11.12	AMP	1	0.2%	No
MAJIN		11q13.1	AMP	1	0.2%	No
SLC25A45		11q13.1	AMP	1	0.2%	No
NEAT1		11q13.1	AMP	1	0.2%	No
LINC00900		11q23.3	DEL	1	0.2%	No
P4HA3		11q13.4	AMP	1	0.2%	No
PGM2L1		11q13.4	DEL	1	0.2%	No
PGM2L1		11q13.4	AMP	1	0.2%	No
SLC22A24		11q12.3	AMP	1	0.2%	No
HARBI1		11p11.2	DEL	1	0.2%	No
B4GALNT3		12p13.33	DEL	1	0.2%	No
OR6C6		12q13.2	AMP	1	0.2%	No
